名字,性别,时间,评论,点赞数,回复数
文学泰迪沈兰清,男,2020-06-03 22:53:32,这是哪，环境好好,0,0
没昵称不配有姓名,保密,2020-06-03 22:53:29,来啦来啦,0,0
姜鑫丶,男,2020-06-03 22:53:29,我从小就爱吃土豆，但是现在这个土豆吧，感觉没有小时候的味道了。。。,1,0
筑梦天空_ZenMin,保密,2020-06-03 22:53:26,我想上热评。,1,0
是明佳鸭,保密,2020-06-03 22:53:17,我记得很早以前，我还很小的时候，我妈就一直告诉我，土豆和鸡蛋不能一起吃，当时说的很严重，我就记得特别清楚，一直很注意。后来上学，在食堂吃饭的时候，老是会有炖鸡蛋和土豆丝，又便宜又好吃，我老是买这两个菜。突然有一天我发现这不是土豆和鸡蛋一起吃了嘛，也没啥事儿，然后我就想可能是土豆和鸡蛋不能一起炒着吃吧。不久之前，我再次向我妈问起这个问题，我妈妈矢口否认，我不甘心的说，她以前就是这么跟我说的，她说，哦，是因为土豆和鸡蛋一起吃不易消化[微笑]我一直以为会食物中毒[OK],0,0
嘘芜,保密,2020-06-03 22:53:05,手怎么受伤了？,0,0
洛草为蔻,保密,2020-06-03 22:53:00,微博两一遍，B站再来一遍，上上周醋溜土豆丝，擦土豆伤了小半个大拇指，再也不想煮这个菜了，看到这个又想吃土豆炖肉了,1,0
言曦要吃肉,保密,2020-06-03 22:52:45,我们这里现在麦子收完了，也开始插秧了，我前几天还被叫去地里插秧真的超累，插了半天回来腰都直不起来[笑哭],0,0
夜如月燃,男,2020-06-03 22:52:41,感觉把厨艺上升到厨道的境界了[tv_点赞],0,0
冠状肺炎结束就改名,女,2020-06-03 22:52:26,"哇，[星星眼]第一次这么靠前，这女孩美好的让我不知道说些什么，那就搬一下这个视频的简介吧！[害羞]

简介：我觉得没有人不爱吃土豆的吧！
一颗土豆大卸八块埋土里等啊等，
每一块都能结出好多好多小土豆！
每颗小土豆又能做成土豆烧排骨，酸辣土豆粉，土豆泥、土豆薯片…等等等等……
你的家乡还有没啥地道的土豆吃法啊？",0,0
麻薯蜀黍,男,2020-06-03 22:52:26,第一次见紫色的土豆，涨知识了,0,0
Michaelarma,男,2020-06-03 22:52:21,p站李子柒,0,0
是淑淑啦,保密,2020-06-03 22:52:19,慕名前来学习，家里的土豆太多了,0,0
黑头膨子,男,2020-06-03 22:52:13,"啊
原来切块来种，以前直接大个大个的种，好浪费[生病]",0,0
Mrs-my-yesterday,保密,2020-06-03 22:52:07,[热词系列_高产],0,0
梦想偷懒的冰冰,保密,2020-06-03 22:52:06,好美,0,0
贝贝000,保密,2020-06-03 22:52:04,为什么要裹草木灰？,0,0
木偶兽要吃人,保密,2020-06-03 22:52:03,最后出场该不会是李子柒未来的老公吧,0,0
救赎不得,女,2020-06-03 22:52:01,最喜欢洋芋[呲牙][呲牙][呲牙],0,0
bili_56325801409,保密,2020-06-03 22:51:54,妈耶  此生最爱   必须三连,0,0
二月的雪二月的雨,保密,2020-06-03 22:51:44,真的好治愈[爱心],0,0
贤甜奶咧,女,2020-06-03 22:51:25,本土豆控来了哈哈哈,0,0
汤包汤包yue,保密,2020-06-03 22:51:02,[热词系列_三连],0,0
混世大女子,女,2020-06-03 22:50:58,姐姐我来啦[干杯],0,0
宁缺无悔这一生,男,2020-06-03 22:50:50,我去年也种了，前几天刚刚挖了[呲牙],0,0
图苏f,保密,2020-06-03 22:50:49,最爱土豆,0,0
Lyeme,保密,2020-06-03 22:50:44,有人考华大联考吗，就是那篇作文材料就是子柒姐姐和鲁迅拿来主义的,0,0
祁嘉ln,女,2020-06-03 22:50:41,我家这边有黑的，还有紫的土豆，品种不一样罢了，不是紫薯,0,0
落空w5,保密,2020-06-03 22:50:37,我的服务器,0,0
鸵鸟璇子,保密,2020-06-03 22:50:23,手咋了,0,0
咸菜大咸菜,保密,2020-06-03 22:50:12,这质感，我哭了,0,0
56748608939_bili,保密,2020-06-03 22:50:06,我受不了了  太香了  为什么半夜要看这种东西,0,0
旭无间,男,2020-06-03 22:50:01,我爱土豆，我更爱子柒[调皮]！！！哈哈，希望视频越来越好！！！加油！看看你的视频让我精神有力！化身精神小伙儿,0,0
巷子里的猫十七,保密,2020-06-03 22:49:55,仙女姐姐太爱了,0,0
今天补政治笔记了吗,女,2020-06-03 22:49:49,紫土豆是土豆，紫薯是红薯，TM你连土豆和红薯都分不清?白活那么多年了？[doge],0,0
爱吃面包的小仙女儿,保密,2020-06-03 22:49:46,喜欢土豆~,1,0
我好好好好帅,男,2020-06-03 22:49:45,手好巧，我变身小迷弟,0,0
wxgghj1992,保密,2020-06-03 22:49:41,在弹幕说不卫生的那个憨憨呢？滚出来，看我不一粪瓢抽你丫的,0,0
i-叫我Cherry_,保密,2020-06-03 22:49:41,小姐姐我什么时候能去你家吃顿饭[呲牙],0,0
当年那小孩,保密,2020-06-03 22:49:37,弹幕一群信誓旦旦说紫薯的建议有空来云南吃洋芋，不止有紫的，还有花的呢[doge],0,0
王大可小天使,保密,2020-06-03 22:49:34,终于等到你🈲,0,1
来碗一樂拉面吧,保密,2020-06-03 22:49:30,看到视频中子柒的奶奶在看动物世界我突然那么一秒我泪目了，小时候每次外婆来到我家我都在看电视，她来了我就放她喜欢看的动物世界，星期六星期天就这样陪着我外婆，可惜外婆在我高中时不幸去世了，这视频真的很好哭。,32,2
梧桐树下灬望星空,男,2020-06-03 22:49:20,coach potato（工地英语coach应该对叭。。）,0,0
Rhopaler__xxx,保密,2020-06-03 22:49:19,林…林凡[doge],1,0
N337,保密,2020-06-03 22:49:16,[doge]摘恨子,0,0
青纪Bailna,保密,2020-06-03 22:49:14,土豆真的很难不支持[tv_点赞],1,0
布点子Pudding,女,2020-06-03 22:49:13,我好饿啊我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿我好饿,0,0
果子酱只喜欢吃草莓酱,女,2020-06-03 22:48:46,我最爱的土豆～,0,0
五月雨カノン,女,2020-06-03 22:48:44,看到一半撕开了我的薯片[笑哭],0,0
无端孤汀,男,2020-06-03 22:48:41,洋芋啊，太爱了，姐姐小心手鸭,0,0
marcliang,保密,2020-06-03 22:48:29,[热词系列_三连],0,0
流泪的嘟嘟,男,2020-06-03 22:48:28,"转自微博@她助理
日常挂彩，搞一个浇水的设备被刀晃了！开始不吭声我们都没留意！好一会儿了才说“这血咋还在冒”我过去一看满手血，地上都是。说送她去诊所，她反而催我说“要去就搞快点，再晚点伤口都愈合了！”大夫给她清创，都清完准备包扎时还在往外不停冒血。她突然啊的大吼一声，我以为是疼的！心想这货不是挺能扛疼的现在晓得痛了吧！结果人家来一句“完球，这两天是莫法吃小龙虾了！",0,0
-西离-,保密,2020-06-03 22:48:23,哇，视频拍的好用心啊,0,0
照脸一脚,男,2020-06-03 22:48:19,我教给了我六岁的女儿采菊东篱下，悠然见南山这句诗。在你的视频里我姑娘说她看懂了采菊东篱下的意思。谢谢你姑娘，谢谢你教会了我姑娘的人生理想。她知道了赚再多钱，当再大官不如过好这一世，六岁的姑娘被你教会了中国人五千年的中心思想。谢谢。谢谢李子柒妹妹！,0,0
七月星空AND77,保密,2020-06-03 22:48:17,啊啊啊啊啊啊啊啊啊，现在同步了啊[热词系列_奥力给],0,0
bili_52253211124,保密,2020-06-03 22:48:16,新鲜的   捞一下[吃瓜],0,0
66066557477_bili,保密,2020-06-03 22:48:11,刚刚吃完土豆的我，看到柒姐的视频，瞬间感觉刚吃的土豆不香了，不行，回去重吃一遍,0,0
博行Bohang,男,2020-06-03 22:47:39,姐姐太美了，向往的生活，我什么时候能有这生活能力,0,0
SYC仓颉,男,2020-06-03 22:47:36,拔丝土豆![doge],0,0
手上的风筝,保密,2020-06-03 22:47:36,哇，子柒太漂亮了,0,0
内幕的幕后,女,2020-06-03 22:47:34,北方的我想搬到四季都有花的地带[笑哭],1,0
哩大侠,保密,2020-06-03 22:47:30,来了来了,0,0
A堕落DEVIL,男,2020-06-03 22:47:23,土豆挺好吃的，相关的家常菜也都比较容易，不过我们这地里不种，只能买（有点小贵）。感谢分享😄,0,0
比斯利的大哥,男,2020-06-03 22:47:20,我也是佩服，可惜做这么多菜,0,0
by沐月,女,2020-06-03 22:47:18,黑土豆记得好多年在农业频道上介绍过，当时是和紫薯一起介绍的，品种名叫黑金刚。这么多年过去，紫薯大家都知道了，却很少了解黑土豆[小电视_嘟嘴],6,0
追逐木子妖精,保密,2020-06-03 22:47:01,跟着热搜过来的！真好！,0,0
L凌翊Y,女,2020-06-03 22:47:00,土豆确实怎么做都好吃，所以食堂的师傅们是怎样将土豆做成那个样子的[无语][无语][无语],6,5
鲜胡萝卜汁,女,2020-06-03 22:46:52,大晚上的，我好饿[热词系列_泪目],0,0
异次元の蓦遇ちゃん,保密,2020-06-03 22:46:51,土豆真的超好吃！！！,0,0
以梦为玛,保密,2020-06-03 22:46:50,希望子柒的婆婆健康长寿，这样她可以陪你一起品尝更多美味佳肴,0,0
陆门无双,保密,2020-06-03 22:46:49,这个无所不能的姑娘我们申遗了思密达，来自韩国的爱[OK],0,0
铃儿响叮当der,保密,2020-06-03 22:46:46,狼牙土豆躲在角落哭泣[委屈][委屈]不配拥有子柒的爱,0,0
童桑十六岁,女,2020-06-03 22:46:36,这期视屏好长啊！！！我爱了,0,0
我是末尾呀,保密,2020-06-03 22:46:25,姐姐，我饿了[大哭],0,0
黑天鹅的来临,女,2020-06-03 22:46:24,终于更新了,0,0
ing佛系,女,2020-06-03 22:46:23,啊啊啊啊,0,0
三月月的小斑斓,保密,2020-06-03 22:46:21,微博一看完,0,0
诸葛钢铁柔似水,保密,2020-06-03 22:46:15,土豆切块放油炒，后面闷上米饭,0,0
一只蜜橘,保密,2020-06-03 22:46:10,我小时候的梦想就是能天天吃土豆,0,0
16404568796_bili,男,2020-06-03 22:46:06,爱惹 姐姐,0,0
吾为汝而容而悦,男,2020-06-03 22:46:03,给四川老乡顶一下[doge],0,0
bilibili木山,女,2020-06-03 22:46:03,每次看李子柒视频都觉得她是神仙,0,0
旧辞新迎,保密,2020-06-03 22:46:02,我爱土豆,0,0
郦三舅,保密,2020-06-03 22:46:01,大晚上的我给看饿了[doge],0,0
时光荏苒可惜流年,男,2020-06-03 22:45:52,口水不争气的流下来[酸了],0,0
Purple_Fish,女,2020-06-03 22:45:38,第一次看到紫色的土豆，果然孤陋寡闻了我,0,0
炸炸哦,保密,2020-06-03 22:45:32,那个给了好多镜头的花是什么花呀,0,0
薇尔莉特ロ伊芙加登,女,2020-06-03 22:45:22,突然想起以前我爷爷不喜欢吃土豆，但是因为我们喜欢，每年还是种很多,0,0
岚戍,女,2020-06-03 22:45:10,饿了！！！,0,0
汽水腌萝卜,男,2020-06-03 22:45:04,哇哇哇哇哇哇[星星眼] 爱你,0,0
良言如温i,男,2020-06-03 22:45:00,[热词系列_三连]突然更新,0,0
斑撒嘛,保密,2020-06-03 22:44:58,子柒的作文每次都要认真看,0,0
晓然影音,保密,2020-06-03 22:44:58,来了来了,0,0
訫痕LOVE,保密,2020-06-03 22:44:53,手不是切菜破的，比切菜破的更严重,0,0
耳根跃跃,男,2020-06-03 22:44:50,我想知道谁能取到她？？？哪头猪能这么幸福？,0,0
闵旻旻旻旻旻旻,女,2020-06-03 22:44:37,这期可馋死我了,0,0
伟大的Squid,保密,2020-06-03 22:44:31,来啦来啦,0,0
CQwuli酱,女,2020-06-03 22:44:15,好想吃[酸了][酸了][酸了],0,0
是明佳鸭,保密,2020-06-03 22:44:13,我爱土豆！！！从小爱到大[OK]我来晚啦！！！,0,0
安菲尔德草地维护员,男,2020-06-03 22:44:11,太舒服了,0,0
关朗月,男,2020-06-03 22:44:03,手怎么了？,0,0
一心Ivan,保密,2020-06-03 22:44:02,好仙的姐姐,0,0
韩艾陌,女,2020-06-03 22:43:58,我超爱土豆！！,0,0
厵淼森焱,保密,2020-06-03 22:43:52,羡慕这样的生活，生活好累,0,0
小晔是谁,保密,2020-06-03 22:43:50,投币再看已成习惯,0,0
Mr-Possible,男,2020-06-03 22:43:25,你们都疯了吗？才一个小时就二十多万播放～～～这辈子我是抢不到沙发了,0,0
倚南栀,保密,2020-06-03 22:43:24,看这个视频也太享受了吧，岁月静好都感觉，少了很多浮躁,0,0
青也相伴,女,2020-06-03 22:43:19,好近的一次[星星眼],1,0
早睡早起好好学,保密,2020-06-03 22:43:15,表白表白 表白仙女[喜欢],0,0
羽之鹤雪士,男,2020-06-03 22:43:12,你老汉也喜欢吃这种土豆丝…[酸了],1,0
暗夜飞熊,男,2020-06-03 22:43:06,[酸了][酸了][酸了],0,0
姜糖橙子,保密,2020-06-03 22:43:06,洋芋everything,0,0
今天也是个废番茄,保密,2020-06-03 22:42:59,@小萨超人,0,0
糖果人儿,男,2020-06-03 22:42:54,龙虾:“仙女锅中死   被吃也风流”,8,1
Thinkfinding,保密,2020-06-03 22:42:34,正好家里好多土豆，来学学咋做,0,0
12559941353_bili,保密,2020-06-03 22:42:28,我来啦,0,0
八界梦主,保密,2020-06-03 22:42:27,我为什么要晚上点进来[大哭]我好饿呀,1,0
三元123,保密,2020-06-03 22:42:26,羡慕这样美好的生活[酸了],0,0
黄色秋风红叶,男,2020-06-03 22:42:20,"哎呀，今天减肥吃土豆
缘分[捂眼]",0,0
稳到两点水,女,2020-06-03 22:42:17,我妈早上做了土豆饼，太好吃了,0,0
爱卖萌的年糕,男,2020-06-03 22:42:11,我真的太爱[爱心]子柒姐姐了,0,0
从入口走向出口,保密,2020-06-03 22:42:06,把小的土豆煮稀饭吃，另一种风味，还不错哦,0,0
泠秋,保密,2020-06-03 22:42:03,土豆！我超级爱吃！,0,0
edvicen,保密,2020-06-03 22:42:01,啊啊啊啊晚上看好致命[酸了],0,0
_叮当_,女,2020-06-03 22:41:56,不会还有人不喜欢土豆吧，不会吧不会吧[doge],0,0
mrchanger,保密,2020-06-03 22:41:52,猫：你拿什么对着我！,0,0
刮风那天的晴天,保密,2020-06-03 22:41:47,我心中的完美女人,0,0
夕夕爱吃饭,保密,2020-06-03 22:41:27,想看种田小说了,0,0
strawberry13,保密,2020-06-03 22:41:23,我最爱的🥔,0,0
零点码头,男,2020-06-03 22:41:22,活成了所有人向往的模样,0,0
goodlu,保密,2020-06-03 22:41:16,油管上有评论说土尔其电视台BizimEv TV把柒姐的视频当电视剧播出，是不是没授权啊？大家去微博上和柒姐民国说下,2081,50
骨~头~~呦,男,2020-06-03 22:41:15,(｀・ω・´),0,0
谁动了我的小酸奶,女,2020-06-03 22:41:14,看的好饿～,0,0
欧阳暴龙,男,2020-06-03 22:41:03,李子柒 ，唯一一个我在语文，英语和政治卷子中做到过的网红[点赞],207,11
Key夜,保密,2020-06-03 22:41:01,这期拍的土豆，是我最喜欢吃哒[星星眼][tv_点赞],0,0
恭喜浅七上任村长v,保密,2020-06-03 22:40:57,姐！！微博看了b站我又来啦,0,0
亱臨白後,男,2020-06-03 22:40:46,手指都受伤了还是认认真真做饭，这才是正确对待生活的态度，屏幕前的各位有好好吃饭嘛[傲娇],1,0
阳光明媚的天健,男,2020-06-03 22:40:45,[OK] 不太喜欢称子柒为网红之类的，反而喜欢称为创作人。,0,0
不务正业的梁不凉,女,2020-06-03 22:40:42,好饿好饿好饿,0,0
秋月白x,保密,2020-06-03 22:40:42,啊啊啊，哪里来的神仙啊。姐姐小心手啊。,0,0
Ananxa,女,2020-06-03 22:40:35,“一生”系列终于又更新啦！！！！！！,0,0
泼茶吖泼茶,女,2020-06-03 22:40:32,好想吃，姐姐好美,0,0
旖汐清笙,男,2020-06-03 22:40:24,嗷呜嗷呜,0,0
洛筱阡陌,女,2020-06-03 22:40:07,子柒家这么多草木，来往的山路也是树林间，怎么防蚊虫叮咬呢。。。我特别害怕夏天，只要一出门就有蚊子咬我，求问怎么防蚊鸭,0,0
小老毛儿,保密,2020-06-03 22:40:06,此处@萨沙！,0,1
巨大的鱼,男,2020-06-03 22:40:06,我的猫咪也叫土豆[热词系列_知识增加],0,0
请叫我先森吧,男,2020-06-03 22:40:04,子柒，你说话声音小老点点，翻译君无能为力。,0,1
执笔丿写青春,男,2020-06-03 22:39:54,这大晚上的受不了受不了[doge],1,0
顶风作案李永浩,男,2020-06-03 22:39:51,你很美，菜也很好吃,0,0
深蓝色晶体,男,2020-06-03 22:39:50,视频里给了很多镜头的那个是洋蓟吧？什么时候吃了它？[滑稽],0,1
大米10,保密,2020-06-03 22:39:46,微博一遍，b站一遍,1,0
梅子酱汁儿,女,2020-06-03 22:39:44,土豆！！！！！！,0,0
萌萌的仓鼠小七,保密,2020-06-03 22:39:41,子柒，强行么么哒(* ￣3)(ε￣ *),0,0
真不知道取啥了,保密,2020-06-03 22:39:28,有的时候不知道弹幕是装傻还是真傻,0,0
吐泡泡的沐沐0o0,女,2020-06-03 22:39:16,姐姐的视频我从来先投币再看的，要做什么才能吃上姐姐做的饭饭鸭[大哭][大哭],0,0
文人相轻自古而然,保密,2020-06-03 22:39:08,我看到手被切了,0,0
玖穷踹倒貂蝉,保密,2020-06-03 22:39:06,出现在我作业里的姐姐[doge],0,0
是位孤家寡人,保密,2020-06-03 22:39:03,热乎的，我来啦[热词系列_爱了爱了],0,0
馨铵霖,保密,2020-06-03 22:38:48,花茶里面什么呀,0,0
上辈子是海,保密,2020-06-03 22:38:47,托热心网友的福，紫色土豆的弹幕贯穿始终，我脑子里的声音都读哑了[呆],1,0
饼干干干干要开心,女,2020-06-03 22:38:43,"看看子柒切的土豆 再看看我切的 [微笑]
我切的那是啥呀  这刀工我羡慕了",1,0
蓬莱苑,女,2020-06-03 22:38:29,我淦，三连看完了然后发现半个小时过去了，作业还没动……可是我还想来第二遍……[捂脸][捂脸],0,0
爱惜☆萌哒哒,女,2020-06-03 22:38:24,好长[少前小剧场_心虚],1,0
joy伊宋,女,2020-06-03 22:38:22,子柒姐 你是不是忘记做天蚕土豆了啊 😂😂😂,0,0
Miradoooo,保密,2020-06-03 22:38:10,哈哈哈哈我奶奶有一天去田里也戴了一个渔夫帽,0,0
芝士小蜜桃-,女,2020-06-03 22:38:06,呜呜我们写英语报写到姐姐了[大哭],0,0
洛秋秋秋秋,男,2020-06-03 22:38:05,开始还在想，不会是一天的量吧，，看到最后，没想到还真是一天的量啊[妙啊],0,1
猪猪猪猪猪大王,保密,2020-06-03 22:38:01,普抬投，我从小就喜欢吃，尤其是酸辣土豆丝，土豆炖牛肉，土豆烧鸡[偷笑][偷笑],0,0
zhw1872,保密,2020-06-03 22:37:58,福建闽东的古田、屏南和周宁出产的小土豆是极品土豆。,0,0
青鲤様,女,2020-06-03 22:37:56,艾特萨沙[笑哭],0,0
hahahaha蛤,保密,2020-06-03 22:37:54,我真的觉得我只有在看你的视频的时候不会开倍速 会慢慢看下来 因为真的太美好了[爱心],0,0
bili_38837523554,保密,2020-06-03 22:37:52,最近的标题最后的缀词都是的一生，盲猜下次标题野菜的一生,0,0
子非我-安知我之心忧,保密,2020-06-03 22:37:50,谢谢你，让我看到了夏天更多的美丽。,0,0
赵梦童,保密,2020-06-03 22:37:31,姐姐好棒！,1,0
石家庄村长,男,2020-06-03 22:37:31,意犹未尽,0,0
奶瓶空空的,女,2020-06-03 22:37:27,我太爱了！,0,0
是古月哥欠吖,女,2020-06-03 22:37:23,为啥就感觉弹幕里已经有人科普了，可是有的人就跟看不见一样还是照他自己的想法说,0,0
维尼向上,保密,2020-06-03 22:37:09,我爱土豆，我上辈子就是一颗土豆🥔,0,0
Joquila来了_唔吼,保密,2020-06-03 22:37:03,土豆的颜色，只有你想不到[doge],0,0
鸣笙冬雪,女,2020-06-03 22:37:03,土豆饼配上番茄酱，很好吃[鸡腿][doge][鸡腿],0,0
-Lucas--,保密,2020-06-03 22:36:51,奥～挖土雷的（指🥔）,0,0
可爱的皮酱QwQ,保密,2020-06-03 22:36:44,太强了,0,0
奇怪野,女,2020-06-03 22:36:39,刀工堪比王刚！,0,0
玑子酱,女,2020-06-03 22:36:38,弹幕里好多新粉不知道想念土豆丝和多的酒杯，那是给子柒爸爸的，子柒之前出过一个关于土豆丝的视频,0,0
彼尔惟何,女,2020-06-03 22:36:28,不懂就问，李子柒的父母怎么了？,0,6
姜江疆绛,女,2020-06-03 22:36:27,一小时前，还阔以,0,0
用了我六个币改的名字,男,2020-06-03 22:36:26,子柒姐姐土豆带绿色的部分要去掉哦,0,0
凉了霜,保密,2020-06-03 22:36:22,是什么花啊？出现好几次镜头,0,0
我爱吃水饺c,保密,2020-06-03 22:36:20,哈哈,0,0
xiaodi荔枝,保密,2020-06-03 22:36:14,就是油有点多，其他都不错,0,0
洁洁洁110,女,2020-06-03 22:36:02,封面太好看辽,0,0
初遇Palette丶,保密,2020-06-03 22:35:45,土豆土豆你真好,0,0
想变帥的老C,男,2020-06-03 22:35:42,评论里不知道那个紫土豆的，说成紫薯，大家也都可以理解，毕竟不是所有东西大家都见过，但弹幕里那位兄台，管这紫土豆叫红薯，有点过分了啊[doge][doge][doge],1183,33
迷失方向的你233,女,2020-06-03 22:35:41,可可爱爱的菜名，可可爱爱的虾饺，和我最爱的土豆丝[爱心][爱心][爱心] 土豆真的厉害 喜欢子柒的每一个视频 每一个高质量的背后都是辛苦 注意手指上的伤口 一定要保护好自己呀,0,0
致死量药剂,保密,2020-06-03 22:35:36,土豆爱好者6眼泪了[鸡腿],0,0
爱绑双马尾的学妹,女,2020-06-03 22:35:33,第一次知道还有紫色的土豆欸！,1,0
残血浪全图,保密,2020-06-03 22:35:28,手受伤了，还继续干活容易破伤风！,0,0
流火的七月,男,2020-06-03 22:35:25,原来紫薯是这样的，长知识了[打call],0,0
吃奶怪,保密,2020-06-03 22:35:08,看得我手里的蒸土豆沾辣椒瞬间就不香了[酸了],0,0
曜努力再努力,保密,2020-06-03 22:34:51,我看子柒的视频都不敢在马桶上看，都感觉玷污了[酸了],0,0
--WANG--_,女,2020-06-03 22:34:45,前排啊啊啊啊啊阿第一次这么早,1,0
杰尼苞---金知研,保密,2020-06-03 22:34:42,抱歉，我来晚了…多少了啊,0,0
桃矢雪鹿,女,2020-06-03 22:34:39,请大家不要把泪腺长在奇怪的地方谢谢,0,0
紫罗兰永恒花粉,女,2020-06-03 22:34:35,饿,0,0
天之使徒银尘,男,2020-06-03 22:34:26,土豆的一生[OK],0,0
人间失格非人哉,保密,2020-06-03 22:34:23,土豆最好吃了,0,0
不可燃不助燃,保密,2020-06-03 22:34:20,今天语文二模，up出镜了，成了压缩语段的题...,0,0
214shiki214,男,2020-06-03 22:34:19,子柒，妻子。,0,0
让我扇你一下,保密,2020-06-03 22:34:07,[doge],0,0
胖胖酱吖,女,2020-06-03 22:34:05,哇啊啊啊啊终于等到你～,0,0
亱臨白後,男,2020-06-03 22:33:59,中午做的土豆饼，就只是土豆丝加玉米淀粉煎的，真就嘎嘣脆，不过感觉还是没姐姐做的香[喜欢],1,0
苑白瑜,女,2020-06-03 22:33:59,求杯子链接!!!,0,0
了一李-,男,2020-06-03 22:33:51,爱了爱了,0,0
樱Hua树下,男,2020-06-03 22:33:44,差点饿死在电脑桌前,0,0
Leewuyan,保密,2020-06-03 22:33:33,@二马王白石 [吃瓜][吃瓜],0,0
格林高斯,保密,2020-06-03 22:33:31,美丽的妹子,0,0
内幕的幕后,女,2020-06-03 22:33:13,饿了,1,0
花菱萱,保密,2020-06-03 22:33:10,啊啊啊姐姐更新了！,0,0
素衣莫起风尘_,男,2020-06-03 22:33:09,老婆别做了，我这个月都胖了三斤了[doge][doge],1,0
娶一对双胞胎姐妹,保密,2020-06-03 22:33:08,饿,1,0
斯维特少女,保密,2020-06-03 22:33:07,最爱吃的就是土豆,0,0
33284088253_bili,保密,2020-06-03 22:33:07,今天还在和同事讨论土豆怎么种出来的,0,0
破魂晨光,保密,2020-06-03 22:33:01,差洋芋饭和烤土豆,0,0
G小菇炖蘑鸡,保密,2020-06-03 22:32:54,妈耶，热乎！,0,0
原来他不够爱你,女,2020-06-03 22:32:41,请问在座的各位：紫色的土豆是土豆与紫薯杂交的吗？好吃吗？感觉心动了[笑哭][笑哭][笑哭],0,0
米粒呀i,保密,2020-06-03 22:32:41,土豆真的什么做法都很好吃[妙啊],0,0
夕阳下的137,男,2020-06-03 22:32:38,洋葱和土豆是好朋友，但是洋葱老是嘲讽土豆的名字土，土豆很苦恼。突然有一天土豆得知了它有另外的一个名字，不土而且洋气。有一天，洋葱照样嘲笑土豆，土豆不理它，它就一直喊小土豆，最后土豆怒了，对着洋葱说：我不叫土豆，我叫洋芋。[喜极而泣],0,0
DulcCC,保密,2020-06-03 22:32:16,最爱土豆,0,0
_cess,男,2020-06-03 22:32:14,这个视频告诉大家，即使有好刀工，边聊天边切土豆还是会切指头,0,0
愿添鱼,保密,2020-06-03 22:32:06,好饿( •̥́ ˍ •̀ू ),0,0
文弱书生-淡漠懒逸,男,2020-06-03 22:32:04,土豆都给我馋哭了[doge],1,0
主力小白,保密,2020-06-03 22:32:01,土豆是我最爱吃的蔬菜，无论是我贫穷还是贫穷,0,0
禾乞大人,男,2020-06-03 22:32:00,夸姐姐像仙子 会不会有赞呀？\(≧▽≦)/,6,0
As兴鲜食谱菜菜菜,男,2020-06-03 22:31:59,膜拜大神来了    [喜欢][喜欢][喜欢]   我也喜欢做美食    我拍了视频没啥人看  只能当记录生活了  [喜极而泣][喜极而泣][喜极而泣],1,0
Capricorn小潇,保密,2020-06-03 22:31:57,那个杯杯好好看,0,0
nqb85267,保密,2020-06-03 22:31:55,"我只有一个问题
洗碟洗婉之前   敢不敢先让我舔一下",0,0
鸡蛋里没有鸡,男,2020-06-03 22:31:52,以前玩内涵段子玩了两年，也关注了你两年，在内涵段子里就关注了你和办公室小野，后来内涵段子被封，就开始玩快手，在快手里关注了你，再后来2019年10月女朋友和我分手了我就注销了快手的账号删掉了我和她的所有回忆，然后就注册了哔哩哔哩在这里有关注了你说起来四五年了吧，就因为你和办公室小野与这个网红恒生的时代所诞生的网红不一样，不好意思不应该叫你网红，你的生活方式以及环境和现在这种快节奏的生活体现出来的反差很大，但是却正是我所喜欢的生活，可惜这辈子都不可能，最后给你一个[热词系列_三连]吧。,0,0
见崎雪や,保密,2020-06-03 22:31:49,柒柒你太厉害了，我是新粉，被你这个视频圈粉了，厉害厉害，三连送你[热词系列_爱了爱了][热词系列_吹爆][热词系列_三连][热词系列_神仙UP],0,0
大嘴巴仓鼠,男,2020-06-03 22:31:46,泪水从嘴角流了出来[小电视_哭泣],0,0
外法狂徒-张三,男,2020-06-03 22:31:29,全能性是指一个细胞能发育成个体,0,0
院院院院长,男,2020-06-03 22:31:28,给我看哭了[大哭],0,0
坐牢哥,男,2020-06-03 22:31:21,好奇怪，YouTube是什么网站啊？,0,0
霖铃清雨喻凌青,男,2020-06-03 22:31:19,思念的土豆[爱心][爱心][爱心],0,0
香梨好吃,保密,2020-06-03 22:31:18,看的好饿啊,0,0
榕子318,女,2020-06-03 22:31:16,先送上我的硬币,0,0
挖坑埋少年,保密,2020-06-03 22:31:07,所以说，出镜多次的到底是什么花？,0,0
衣十柒,女,2020-06-03 22:31:00,我今天赶上啦,0,0
gdaebfc,女,2020-06-03 22:30:44,我超爱土豆！！,0,0
还真不知道叫什么,男,2020-06-03 22:30:41,我是不爱吃土豆的人……,0,0
孤鸿寄语默苍离,男,2020-06-03 22:30:35,我想知道给了好几个镜头的那个紫绿紫绿的像个非主流爆炸头的那个花是什么……有大神给科普一下嘛？,0,0
